sentence_id,words,labels
9,od,B
9,ves,O
9,začetek,O
9,zaupati,O
9,in,O
9,jaz,O
9,spodbujati,O
9,",",O
9,predvsem,O
9,pa,O
9,on,O
9,nikoli,O
9,biti,O
9,biti,O
9,škoda,O
9,čas,B
9,za,O
9,strokoven,O
9,debata,O
9,",",O
9,ki,O
9,biti,O
9,jaz,O
9,odkrivati,O
9,nov,O
9,pogled,O
9,na,O
9,pogost,O
9,zapleten,O
9,terminološki,O
9,problematika,O
9,različen,O
9,strok,B
9,.,O
10,hvala,O
10,tudi,O
10,mlad,O
10,kolega,O
10,",",O
10,simon,O
10,atelšek,O
10,",",O
10,dr.,O
10,tanji,O
10,fajfara,O
10,",",O
10,dr.,O
10,matij,O
10,jemec,O
10,tomazin,O
10,in,O
10,dr.,O
10,nini,O
10,ledinek,O
10,",",O
10,ki,O
10,iz,O
10,dan,O
10,v,O
10,dan,O
10,skrbeti,O
10,",",O
10,da,O
10,služba,O
10,biti,B
10,samo,O
10,služba,O
10,",",O
10,ampak,O
10,predvsem,O
10,kraj,O
10,",",O
10,kjer,O
10,skupaj,O
10,strokovno,O
10,rasti,O
10,in,O
10,se,O
10,pri,O
10,ta,O
10,velikokrat,O
10,tudi,O
10,sproščeno,O
10,nasmejiti,O
10,.,O
11,mentorica,O
11,na,O
11,doktorski,O
11,študij,O
11,prof.,O
11,dr.,O
11,Erika,O
11,kržišnik,O
11,se,O
11,zahvaljevati,O
11,za,O
11,prijazen,O
11,vodenje,B
11,in,O
11,spodbuda,O
11,",",O
11,predvsem,O
11,pa,O
11,za,O
11,dragocen,O
11,komentar,O
11,in,O
11,razmislek,O
11,",",O
11,ki,O
11,biti,B
11,spodbujati,O
11,moj,O
11,raziskovalen,O
11,radovednost,O
11,.,O
12,hvala,O
12,tudi,O
12,izr.,O
12,prof.,O
12,dr.,O
12,andrejiti,O
12,žele,O
12,za,O
12,vsestranski,O
12,podpora,O
12,in,O
12,nasvet,O
12,",",O
12,ki,O
12,vedno,O
12,priti,O
12,ob,O
12,pravi,B
12,čas,B
12,.,O
13,predstojnik,B
13,inštitut,O
13,za,O
13,slovenski,B
13,jezik,I
13,frana,O
13,ramovše,O
13,zrc,O
13,Saz,O
13,prof.,O
13,dr.,O
13,mark,O
13,snoj,O
13,se,O
13,zahvaljevati,O
13,za,O
13,podpora,O
13,pri,O
13,nastajanje,O
13,knjiga,O
13,",",O
13,prof.,O
13,dr.,O
13,Varja,O
13,cvetko,O
13,orešnik,O
13,za,O
13,uvrstitev,O
13,knjiga,O
13,v,O
13,program,B
13,zbirka,O
13,linguistica,O
13,et,O
13,philologica,O
13,",",O
13,simon,O
13,atelšek,O
13,pa,O
13,za,O
13,že,O
13,pregovoren,O
13,pozitiven,O
13,naravnanost,O
13,pri,O
13,postavljanje,O
13,knjiga,O
13,.,O
14,za,O
14,podpora,O
14,in,O
14,razumevanje,O
14,biti,B
14,hvaležen,O
14,svoj,O
14,blizek,O
14,",",O
14,še,O
14,posebej,O
14,mama,O
14,",",O
14,gorazd,O
14,in,O
14,najin,O
14,živeti,O
14,.,O
15,gorazda,O
15,biti,B
15,pomagati,O
15,tudi,O
15,z,O
15,strokoven,O
15,komentar,O
15,v,O
15,zveza,O
15,z,O
15,elektrotehnik,B
15,",",O
15,živ,O
15,pa,O
15,z,O
15,ravno,O
15,pravi,B
15,mera,O
15,nagajivost,O
15,in,O
15,nalezljiv,O
15,veselje,O
15,do,B
15,življenje,O
15,.,O
16,vodilo,O
16,mednaroden,O
16,organizacija,O
16,termnet,O
16,brez,O
16,terminologija,B
16,biti,B
16,znanje,O
16,gotovo,O
16,biti,O
16,biti,O
16,izbran,O
16,naključen,O
16,.,O
17,urejen,O
17,in,O
17,usklajen,O
17,terminologija,B
17,biti,B
17,pot,O
17,do,B
17,znanje,O
17,",",O
17,ki,O
17,biti,O
17,gibati,O
17,sodoben,O
17,družba,B
17,.,O
18,tudi,O
18,v,O
18,slovenski,O
18,prostor,O
18,potekati,O
18,veliko,O
18,različen,O
18,terminološki,B
18,aktivnost,O
18,",",O
18,od,B
18,povsem,O
18,zaseben,O
18,pobud,O
18,",",O
18,ko,O
18,terminologija,B
18,za,O
18,svoj,O
18,potreba,O
18,urejati,O
18,posamezen,O
18,strokovnjak,B
18,",",O
18,prevajalec,B
18,",",O
18,študent,B
18,in,O
18,drug,O
18,",",O
18,do,B
18,večleten,O
18,projekt,O
18,",",O
18,pri,O
18,kateri,O
18,sodelovati,O
18,skupina,O
18,strokovnjak,O
18,in,O
18,terminograf,B
18,/,O
18,jezikoslovec,B
18,",",O
18,terminološki,O
18,zbirka,O
18,",",O
18,nastal,O
18,iz,O
18,prevajalski,O
18,potreba,O
18,npr.,O
18,pri,O
18,prevajanje,B
18,evropski,O
18,zakonodaja,B
18,",",O
18,in,O
18,projekt,O
18,",",O
18,ki,O
18,poskušati,O
18,poenotiti,O
18,razpršen,O
18,terminografski,O
18,dejavnost,O
18,ter,O
18,uporabnik,B
18,ponuditi,O
18,tehnološki,O
18,podpora,O
18,za,O
18,terminološki,O
18,delo,O
18,.,O
19,ves,O
19,ta,O
19,aktivnost,O
19,kazati,B
19,na,O
19,potreba,O
19,uporabnik,B
19,terminologija,B
19,po,B
19,urejanje,O
19,",",O
19,tudi,O
19,sistematiziranje,O
19,terminologija,O
19,",",O
19,kar,O
19,zagotavljati,O
19,dober,O
19,in,O
19,učinkovit,O
19,sporazumevanje,B
19,.,O
20,ker,O
20,imeti,O
20,terminologija,B
20,vsak,O
20,strokoven,B
20,področje,I
20,svoj,O
20,posebnost,O
20,",",O
20,on,O
20,biti,B
20,–,O
20,seveda,O
20,ob,O
20,upoštevanje,O
20,splošen,O
20,značilnost,O
20,",",O
20,ki,O
20,veljati,O
20,za,O
20,ves,O
20,strokoven,O
20,področje,O
20,–,O
20,smiseln,O
20,obravnavati,O
20,v,O
20,okvir,O
20,en,O
20,področje,O
20,.,O
21,v,O
21,raziskava,B
21,se,O
21,biti,B
21,ukvarjati,O
21,z,O
21,elektrotehniški,B
21,terminologija,B
21,.,O
22,elektrotehnik,B
22,biti,B
22,področje,O
22,",",O
22,ki,O
22,že,O
22,tradicionalno,O
22,posvečati,O
22,veliko,O
22,pozornost,O
22,urejen,O
22,terminologija,B
22,",",O
22,zaradi,O
22,kar,O
22,biti,O
22,za,O
22,ta,O
22,področje,O
22,na,O
22,volja,O
22,veliko,O
22,terminološki,B
22,slovar,I
22,in,O
22,standard,B
22,.,O
23,zanimati,O
23,jaz,O
23,biti,B
23,zlasti,O
23,obravnava,O
23,elektrotehniški,B
23,termin,B
23,v,O
23,terminološki,B
23,slovar,I
23,",",O
23,primerjalno,O
23,pa,O
23,tudi,O
23,v,O
23,drug,O
23,priročnik,B
23,",",O
23,v,O
23,kateri,O
23,biti,O
23,uporabnik,B
23,utegniti,O
23,iskati,O
23,terminološki,O
23,informacija,O
23,.,O
24,poleg,O
24,sistemski,O
24,vidik,O
24,terminologija,B
24,",",O
24,ki,O
24,biti,B
24,bistven,O
24,za,O
24,terminološki,O
24,vedeti,O
24,",",O
24,jaz,O
24,biti,O
24,zanimati,O
24,tudi,O
24,besedilen,O
24,.,O
25,značilnost,O
25,raba,O
25,elektrotehniški,B
25,terminologija,B
25,biti,B
25,opazovati,O
25,v,O
25,strokoven,B
25,besedilo,B
25,",",O
25,na,O
25,konec,O
25,pa,O
25,opozoriti,O
25,še,O
25,na,O
25,pojav,O
25,prehajanje,O
25,termin,B
25,v,O
25,splošen,B
25,leksika,I
25,.,O
26,smer,O
26,raziskovanje,O
26,biti,B
26,torej,O
26,potekati,O
26,od,B
26,sistemski,O
26,vidik,O
26,k,O
26,besedilen,O
26,",",O
26,pri,O
26,kar,O
26,biti,O
26,treba,O
26,poudariti,O
26,",",O
26,da,O
26,vidik,O
26,v,O
26,praksa,O
26,nikakor,O
26,biti,O
26,ločen,O
26,.,O
27,kljub,O
27,pojmoven,O
27,narava,O
27,terminologija,B
27,biti,B
27,namreč,O
27,osnova,B
27,terminološki,O
27,predpis,O
27,vedno,O
27,opis,B
27,",",O
27,ki,O
27,lahko,O
27,nastati,O
27,le,O
27,na,O
27,podlaga,O
27,raba,O
27,termin,B
27,v,O
27,strokoven,B
27,besedilo,B
27,.,O
28,monografija,B
28,biti,B
28,zasnovan,O
28,dvodelno,O
28,–,O
28,najprej,O
28,jaz,O
28,biti,O
28,zanimati,O
28,elektrotehniški,B
28,terminologija,B
28,v,O
28,slovar,B
28,",",O
28,nato,O
28,pa,O
28,še,O
28,v,O
28,besedilo,B
28,.,O
29,cilj,O
29,raziskava,B
29,lahko,O
29,strniti,O
29,v,O
29,trije,O
29,točka,O
29,.,O
30,1.,O
30,poimenovalen,B
30,sistem,I
30,strok,I
30,biti,B
30,v,O
30,splošen,O
30,dobro,O
30,prikazan,O
30,v,O
30,terminološki,B
30,slovar,I
30,ali,O
30,terminološki,O
30,podatkoven,B
30,zbirka,I
30,ipd.,O
30,",",O
30,zato,O
30,biti,O
30,ugotavljati,O
30,",",O
30,kako,O
30,biti,O
30,elektrotehniški,B
30,termin,B
30,prikazan,O
30,v,O
30,slovenski,O
30,razlagalen,B
30,terminološki,O
30,slovar,O
30,.,O
31,zanimati,O
31,jaz,O
31,biti,B
31,",",O
31,kako,O
31,se,O
31,ta,O
31,slovar,B
31,razlikovati,O
31,glede,O
31,na,O
31,zasnova,O
31,",",O
31,čas,B
31,izdaja,O
31,",",O
31,avtorstvo,O
31,",",O
31,medij,B
31,itd.,O
31,",",O
31,makra-in,O
31,mikrostruktura,B
31,",",O
31,kakšen,O
31,biti,O
31,z,O
31,stališče,O
31,normativnost,B
31,in,O
31,kakšen,O
31,biti,O
31,definicija,B
31,v,O
31,on,O
31,.,O
32,ugotovitev,O
32,biti,B
32,",",O
32,upati,O
32,",",O
32,zanimiv,O
32,tudi,O
32,za,O
32,terminografski,B
32,praksa,I
32,",",O
32,saj,O
32,v,O
32,slovenski,O
32,jezikoslovje,B
32,biti,O
32,veliko,O
32,celovit,O
32,analiza,O
32,terminološki,B
32,slovar,I
32,.,O
33,ker,O
33,se,O
33,termin,B
33,ne,O
33,pojavljati,O
33,le,O
33,v,O
33,terminološki,B
33,slovar,I
33,",",O
33,ampak,O
33,tudi,O
33,v,O
33,drug,O
33,priročnik,B
33,",",O
33,jaz,O
33,biti,B
33,zanimati,O
33,",",O
33,kako,O
33,biti,O
33,elektrotehniški,B
33,termin,O
33,prikazan,O
33,v,O
33,enciklopedija,B
33,",",O
33,leksikon,B
33,in,O
33,slovar,O
33,tujka,B
33,.,O
34,vedno,O
34,aktualen,O
34,biti,B
34,tudi,O
34,vprašanje,O
34,obravnavanje,O
34,termin,B
34,v,O
34,splošen,B
34,slovar,I
34,",",O
34,zato,O
34,biti,O
34,primerjati,O
34,terminološki,B
34,definicija,B
34,z,O
34,razlaga,B
34,v,O
34,splošen,O
34,slovar,O
34,.,O
35,z,O
35,primerjava,O
35,biti,B
35,poskušati,O
35,uzavestiti,O
35,razlika,O
35,med,O
35,posamezen,O
35,priročnik,B
35,in,O
35,slovar,B
35,",",O
35,kar,O
35,biti,O
35,pomemben,O
35,za,O
35,njihov,O
35,avtor,B
35,",",O
35,še,O
35,bolj,O
35,pa,O
35,za,O
35,uporabnik,B
35,ta,O
35,priročnik,O
35,in,O
35,slovar,O
35,.,O
36,najbolj,O
36,pričakovan,O
36,okolje,O
36,termin,B
36,biti,B
36,strokoven,B
36,besedilo,B
36,.,O
37,zato,O
37,se,O
37,biti,B
37,v,O
37,drug,O
37,del,O
37,razprava,B
37,posvetiti,O
37,besedilen,B
37,tip,I
37,",",O
37,ki,O
37,on,O
37,biti,O
37,združiti,O
37,v,O
37,skupina,O
37,glede,O
37,na,O
37,tvorec,B
37,vedno,O
37,znanstvenik,B
37,ali,O
37,strokovnjak,B
37,in,O
37,naslovnik,B
37,znanstvenik,O
37,",",O
37,strokovnjak,O
37,",",O
37,polstrokovnjak,B
37,",",O
37,nestrokovnjak,B
37,",",O
37,namen,O
37,in,O
37,okoliščina,B
37,sporazumevanje,B
37,.,O
38,besedilen,O
38,tipologija,B
38,biti,B
38,izdelan,O
38,za,O
38,konkreten,O
38,področje,O
38,elektrotehnik,B
38,in,O
38,ne,O
38,biti,O
38,poskušati,O
38,zajeti,O
38,ves,O
38,mogoč,O
38,besedilen,O
38,tip,O
38,",",O
38,ki,O
38,sestavljati,O
38,strokoven,B
38,jezik,B
38,različen,O
38,področje,O
38,.,O
39,v,O
39,središče,O
39,naš,O
39,zanimanje,O
39,biti,B
39,rab,B
39,elektrotehniški,B
39,termin,B
39,v,O
39,različen,O
39,skupina,O
39,besedilen,B
39,tip,I
39,.,O
40,čeprav,O
40,biti,B
40,termin,B
40,načeloma,O
40,neodvisen,O
40,od,B
40,sobesedilo,B
40,",",O
40,pričakovati,O
40,",",O
40,da,O
40,se,O
40,biti,O
40,v,O
40,besedilo,B
40,kljub,O
40,ta,O
40,pojavljati,O
40,metajezikoven,B
40,sredstvo,I
40,",",O
40,ki,O
40,termin,O
40,razlagati,B
40,ali,O
40,kako,O
40,drugače,O
40,vzpostavljati,O
40,zveza,O
40,z,O
40,pojem,B
40,.,O
41,ker,O
41,se,O
41,termin,B
41,pogosto,O
41,pojavljati,O
41,tudi,O
41,v,O
41,nestrokoven,B
41,besedilo,B
41,",",O
41,se,O
41,biti,B
41,za,O
41,konec,O
41,dotakniti,O
41,še,O
41,determinologizacija,B
41,",",O
41,tj.,O
41,prehajanje,O
41,termin,O
41,v,O
41,splošen,B
41,leksika,I
41,",",O
41,ki,O
41,lahko,O
41,povzročati,O
41,težava,O
41,pri,O
41,pomenski,B
41,opis,I
41,tak,O
41,leksem,B
41,v,O
41,splošen,O
41,slovar,O
41,.,O
42,metodološko,O
42,soditi,O
42,raziskava,B
42,v,O
42,okvir,O
42,tradicionalen,B
42,terminološki,I
42,veda,I
42,",",O
42,kar,O
42,pomeniti,B
42,",",O
42,da,O
42,kot,O
42,osnoven,O
42,prvina,O
42,terminologija,B
42,razumeti,O
42,pojem,B
42,",",O
42,kot,O
42,osnoven,O
42,terminološki,O
42,dejavnost,O
42,pa,O
42,urejanje,O
42,pojmoven,O
42,in,O
42,poimenovalen,B
42,sistem,I
42,strok,I
42,na,O
42,podlaga,O
42,terminološki,O
42,dogovor,O
42,.,O
43,terminologija,B
43,biti,B
43,ved,B
43,",",O
43,ki,O
43,se,O
43,ukvarjati,O
43,z,O
43,preučevanje,O
43,in,O
43,urejanje,O
43,izrazje,B
43,posamezen,O
43,strokoven,B
43,področje,I
43,.,O
44,urejen,O
44,terminologija,B
44,biti,B
44,bistven,O
44,za,O
44,učinkovit,O
44,sporazumevanje,B
44,med,O
44,strokovnjak,B
44,in,O
44,uvrščanje,O
44,nov,O
44,spoznanje,O
44,v,O
44,pojmoven,B
44,sistem,I
44,strok,I
44,.,O
45,terminološki,O
45,ved,B
45,biti,B
45,nov,O
45,ved,O
45,",",O
45,se,O
45,pa,O
45,njen,O
45,pomen,B
45,danes,O
45,večati,O
45,z,O
45,hiter,O
45,razvoj,O
45,znanost,B
45,na,O
45,ves,O
45,področje,O
45,.,O
46,o,O
46,ta,O
46,pričati,O
46,tudi,O
46,veliko,O
46,dejavnost,O
46,na,O
46,področje,O
46,terminologija,B
46,",",O
46,omeniti,O
46,reči,B
46,organizacija,O
46,infoter,O
46,international,O
46,information,O
46,center,O
46,for,O
46,terminology,O
46,",",O
46,termnet,O
46,international,O
46,network,O
46,for,O
46,terminology,O
46,",",O
46,lisa,O
46,localisation,O
46,industry,O
46,standards,O
46,association,O
46,",",O
46,eaft,O
46,european,O
46,assocation,O
46,for,O
46,terminology,O
46,",",O
46,iso,O
46,tc,O
46,37,O
46,international,O
46,organization,O
46,for,O
46,standardiation,O
46,",",O
46,technical,O
46,committee,O
46,37,O
46,terminology,O
46,and,O
46,other,O
46,language,O
46,and,O
46,content,O
46,resources,O
46,in,O
46,drug,O
46,.,O
47,od,B
47,1994,O
47,izhajati,O
47,specializiran,O
47,revija,O
47,terminology,O
47,",",O
47,prav,O
47,tako,O
47,obstajati,O
47,veliko,O
47,monografija,B
47,",",O
47,ki,O
47,obravnavati,O
47,ta,O
47,področje,O
47,.,O
48,čeprav,O
48,biti,B
48,se,O
48,z,O
48,terminologija,O
48,ukvarjati,O
48,že,O
48,v,O
48,18.,O
48,stoletje,O
48,npr.,O
48,švedski,O
48,botanika,B
48,carl,O
48,von,O
48,linné,O
48,",",O
48,ki,O
48,biti,O
48,vpeljati,O
48,sistem,B
48,dvojen,O
48,latinski,O
48,poimenovanje,B
48,za,O
48,vrsta,O
48,organizem,B
48,",",O
48,veljati,O
48,za,O
48,začetnik,O
48,terminološki,B
48,veda,B
48,avstrijec,O
48,eugen,O
48,wüster,O
48,",",O
48,ustanovitelj,O
48,t.,O
48,i.,O
48,dunajski,O
48,šola,O
48,in,O
48,kasno,O
48,splošen,B
48,teorija,I
48,o,I
48,terminologija,O
48,.,O
49,z,O
49,terminologija,B
49,biti,B
49,se,O
49,sprva,O
49,ukvarjati,O
49,predvsem,O
49,v,O
49,praksa,O
49,",",O
49,šele,O
49,kasno,O
49,biti,O
49,se,O
49,pojaviti,O
49,tudi,O
49,teoretičen,O
49,vidik,O
49,.,O
50,trije,O
50,terminološki,B
50,šola,I
50,felber,O
50,1984,O
50,:,O
50,32–39,O
50,",",O
50,ki,O
50,biti,B
50,nastati,O
50,v,O
50,trideset,O
50,leto,O
50,20.,O
50,stoletje,O
50,",",O
50,biti,O
50,imeti,O
50,nekoliko,O
50,različen,O
50,pristop,O
50,",",O
50,ki,O
50,pa,O
50,se,O
50,med,O
50,se,O
50,ne,O
50,izključevati,O
50,:,O
51,dunajski,O
51,šola,O
51,biti,B
51,terminološko,B
51,vedeti,I
51,razumeti,O
51,kot,O
51,interdiscislinaren,O
51,",",O
51,a,O
51,avtonomen,O
51,disciplina,O
51,",",O
51,ki,O
51,služiti,O
51,znanstven,O
51,in,O
51,tehniški,B
51,veda,I
51,;,O
52,ruski,O
52,šola,O
52,biti,B
52,biti,O
52,bolj,O
52,filozofsko,O
52,usmerjen,O
52,in,O
52,se,O
52,biti,O
52,ukvarjati,O
52,zlasti,O
52,z,O
52,logičen,O
52,klasifikacija,O
52,pojmoven,B
52,sistem,I
52,in,O
52,organizacija,O
52,znanje,O
52,;,O
53,češki,O
53,šola,O
53,biti,B
53,terminologija,B
53,šteti,O
53,za,O
53,sestavina,O
53,besedišče,B
53,jezik,B
53,",",O
53,strokoven,B
53,jezik,O
53,pa,O
53,za,O
53,podsist,O
53,splošen,B
53,jezik,O
53,.,O
54,za,O
54,ves,O
54,trije,O
54,terminološki,B
54,šola,I
54,biti,B
54,terminologija,B
54,sredstvo,O
54,za,O
54,izražanje,O
54,in,O
54,sporazumevanje,B
54,in,O
54,ves,O
54,trije,O
54,izhajati,O
54,iz,O
54,jezikoslovje,B
54,.,O
55,t.,O
55,cabré,O
55,1998,O
55,:,O
55,13,O
55,navajati,O
55,še,O
55,dva,O
55,vidik,O
55,",",O
55,prvi,O
55,biti,B
55,v,O
55,tesen,O
55,zveza,O
55,z,O
55,jezikoven,B
55,načrtovanje,B
55,",",O
55,drug,O
55,pa,O
55,izhajati,O
55,iz,O
55,prevajalski,O
55,potreba,O
55,zlasti,O
55,v,O
55,dvojezičen,O
55,okolje,O
55,quebec,O
55,v,O
55,kanad,O
55,",",O
55,valonski,O
55,del,O
55,belgija,O
55,itd.,O
55,.,O
56,torej,O
56,lahko,O
56,govoriti,O
56,o,O
56,dva,O
56,vpliven,O
56,pristop,O
56,k,O
56,terminologija,B
56,.,O
57,prvi,O
57,biti,B
57,srednjeevropski,O
57,",",O
57,ki,O
57,temeljiti,O
57,na,O
57,načelo,O
57,dunajski,O
57,šola,O
57,in,O
57,biti,O
57,usmerjen,O
57,predvsem,O
57,v,O
57,standardizacija,B
57,terminologija,I
57,.,O
58,vplivati,O
58,biti,B
58,zlasti,O
58,na,O
58,srednjeevropski,O
58,prostor,O
58,",",O
58,pa,O
58,tudi,O
58,na,O
58,skandinavski,O
58,država,O
58,",",O
58,portugalski,O
58,",",O
58,španija,O
58,",",O
58,severen,O
58,afrika,O
58,",",O
58,latinski,O
58,amerika,O
58,",",O
58,kitajski,O
58,in,O
58,japonski,O
58,.,O
59,drug,O
59,pristop,O
59,biti,B
59,tisti,O
59,",",O
59,ki,O
59,on,O
59,podpirati,O
59,zvezen,O
59,vlada,O
59,v,O
59,quebec,O
59,v,O
59,kanad,O
59,t.,O
59,i.,O
59,quebeški,O
59,pristop,O
59,–,O
59,usmerjen,O
59,biti,O
59,predvsem,O
59,v,O
59,standardizacija,B
59,raba,B
59,jezik,B
59,in,O
59,spodbujanje,O
59,ter,O
59,zagotavljanje,O
59,dvojezičnost,B
59,na,O
59,ves,O
59,raven,O
59,javen,O
59,raba,O
59,jezik,O
59,.,O
60,ta,O
60,pristop,O
60,biti,B
60,vplivati,O
60,tudi,O
60,na,O
60,drug,O
60,dvojezičen,O
60,področje,O
60,",",O
60,reči,B
60,na,O
60,katalonija,O
60,in,O
60,baskija,O
60,v,O
60,španija,O
60,in,O
60,na,O
60,nekateri,O
60,država,O
60,v,O
60,severen,O
60,in,O
60,osrednji,O
60,afrika,O
60,.,O
61,za,O
61,razlika,O
61,od,B
61,dunajski,O
61,šola,O
61,",",O
61,ki,O
61,se,O
61,ukvarjati,O
61,zlasti,O
61,z,O
61,pojem,B
61,",",O
61,biti,B
61,ta,O
61,pristop,O
61,bolj,O
61,vezan,O
61,na,O
61,uporaben,B
61,jezikoslovje,B
61,.,O
62,v,O
62,zadnji,O
62,čas,B
62,biti,B
62,se,O
62,znanstvenik,B
62,začeti,O
62,bolj,O
62,množično,O
62,spraševati,O
62,o,O
62,primernost,O
62,wüsterjev,O
62,splošen,B
62,teorija,I
62,o,O
62,terminologija,O
62,gledati,O
62,razdelek,O
62,1.1.1,O
62,za,O
62,izziv,O
62,",",O
62,ki,O
62,on,O
62,prinašati,O
62,sodoben,O
62,čas,O
62,in,O
62,izjemno,O
62,hiter,O
62,razvoj,O
62,znanost,B
62,na,O
62,ves,O
62,področje,O
62,.,O
63,kot,O
63,bolj,O
63,specializiran,O
63,usmeritev,O
63,biti,B
63,se,O
63,pojaviti,O
63,socioterminologija,B
63,",",O
63,ki,O
63,izpostavljati,O
63,zlasti,O
63,socialen,O
63,dimenzija,O
63,termin,B
63,",",O
63,besedilen,B
63,terminologija,I
63,",",O
63,ki,O
63,temeljiti,O
63,na,O
63,korpusen,B
63,jezikoslovje,B
63,",",O
63,sporazumevalen,B
63,teorija,I
63,terminologija,O
63,",",O
63,ki,O
63,poudarjati,O
63,sporazumevalen,O
63,dimenzija,O
63,termin,O
63,",",O
63,in,O
63,sociokognitiven,B
63,terminologija,O
63,",",O
63,ki,O
63,predlagati,O
63,uporaba,O
63,teorija,O
63,prototip,O
63,lhhom,O
63,",",O
63,heid,O
63,",",O
63,sager,O
63,2003,O
63,:,O
63,152,O
63,–,O
63,154,O
63,.,O
64,terminološki,O
64,ved,B
64,biti,B
64,zelo,O
64,blizu,O
64,tudi,O
64,specializiran,B
64,leksikografija,B
64,",",O
64,opozoriti,O
64,pa,O
64,biti,O
64,treba,O
64,",",O
64,da,O
64,med,O
64,raziskovalec,B
64,biti,O
64,splošen,O
64,soglasje,O
64,",",O
64,ali,O
64,iti,O
64,za,O
64,dva,O
64,vidik,O
64,isti,O
64,veda,B
64,ali,O
64,za,O
64,dva,O
64,različen,O
64,",",O
64,a,O
64,zelo,O
64,soroden,O
64,ved,O
64,bowker,O
64,2003,O
64,:,O
64,155,O
64,.,O
65,ko,O
65,govoriti,O
65,o,O
65,terminologija,O
65,",",O
65,ne,O
65,moči,O
65,mimo,O
65,splošen,B
65,teorija,I
65,o,O
65,terminologija,O
65,",",O
65,kateri,O
65,načelo,O
65,biti,B
65,močno,O
